code,transect,region,elevation,type,plot,plot.num,plot.num.log,lat,lon,elevation.lidar,Tax.rich,Prop.spe,Tax.spe,Tax.gen,Tax.even,Tax.div,Phy.rich,Phy.even,Phy.div,Fun.rich,Fun.even,Fun.div,cff,cmin,ctot,tree.cover,cagb,agb,agb.stem,summer.air,summer.soil,winter.air,winter.soil,nectar,usable,foliar.N,foliar.C,foliar.CN,sand,silt,clay,ph,c10,n10,cn10,olsen.p,k,mg,ca,weight_oh_of_ol,pai,ba,canhei,sca,tmean.air,tmax.air,tmin.air,tmean.soil,tmax.soil,tmin.soil,BIO1,BIO5,BIO6,forcov_500,forestedge,tmeanann,pann,aridity,ndep,spei21_May2018,shrub.ric,tree.ric,total.ric,shrub.nectar,tree.nectar,total.nectar,shrub.phy,tree.phy,total.phy
NO_ME_T1_P5,NOMET1,NO,ME,T1,P5,99.5,4.600157644,62.5755241,9.1448686,265.7579956,17,0.47,8,9,0.624414581,2.467433015,7.328934063,0.575836422,0.431113768,0.540857016,0.74171575,0.007872642,2.85830775,132.8731089,135.7314167,0.055,128.68,273.787234,195.56231,-5.862903226,0.469444444,-0.029477197,0.46741419,1.00617284,0.259259259,19.07904762,449.4459524,24.08583795,77.5,13.4,9.1,5.785,10.289,0.628,16.38375796,36.5192,312.77,805.25,7417.9,54.15,3.51,43.7808642,27,2.2,5.658449883,32.325,-14.5,5.670824392,21.725,0,5.62204579,12.93225806,-7.972580645,74.37442076,8.022849893,2.7,743,58.50393701,0.984744425,0.117409762,1,3,21,0,0,1.00617284,NA,0.780647078,0.423107342
NO_ME_T2_P1,NOMET2,NO,ME,T2,P1,1.5,0.405465108,62.5635474,9.0788985,198.6260071,11,0.27,3,7,0.496190779,1.877646884,3.665197756,0.277186173,0.333199796,0.346412467,0.643392906,0.005997611,1.2488672,50.23371974,51.48258694,0.035,79.32,168.7659574,120.5471125,NA,-2.008064516,0.521690768,0.507104455,17.12380952,0.785714286,37.49294118,422.03,11.53110822,74.3,20.4,5.3,6.2,2.331,0.246,9.475609756,3.4352,226.78,153.08,2178.6,10.16,4.61,25.34876543,12.5,2.548387097,5.768370073,29.75,-9.8,4.562914127,18.85,0,5.762719298,11.29032258,-4.933333333,50.11600928,7.524862477,4.9,596,40,1.124519513,0.117409762,1,1,13,200,2.6,219.7238095,NA,NA,0.313239544
NO_ME_T2_P2,NOMET2,NO,ME,T2,P2,4.5,1.504077397,62.5635292,9.0788217,211.4250031,15,0.33,5,9,0.296435611,2.079675445,5.174102188,0.290594186,0.344940146,0.480027493,0.452802499,0.009968737,6.31750035,67.08359946,73.40109981,0.11,81.83,174.106383,124.3617021,-7.508064516,-1.549551971,0.592695588,0.239462498,47.08951049,0.468531469,32.05386364,412.2565909,12.89997171,74,21.8,4.2,5.826,4.156,0.346,12.01156069,6.3104,217.74,217.78,3081.8,59.63,4.48,34.06481481,12,2.9,5.785096717,29.225,-12.5,4.885886087,19,0,5.776028807,13.22016129,-7.052419355,50.04638219,7.596248321,4.9,596,40,1.109201927,0.117409762,1,1,17,200,2.6,249.6895105,NA,NA,0.315155977
NO_ME_T2_P3,NOMET2,NO,ME,T2,P3,12.5,2.525728644,62.5635974,9.0790284,211.348999,7,0.57,4,3,0.498022397,1.570175567,3.872561569,0.396885175,0.553223081,0.32021285,0.648120983,0.013918441,0.204760275,45.69816941,45.90292969,0.025,54.54,116.0425532,82.88753799,-8.564516129,-1.801523297,0.784575454,0.21378582,24.48148148,0.740740741,31.55166667,428.73875,14.08923668,82,14.8,3.2,5.434,2.416,0.207,11.67149758,4.029,192.75,147.44,2727.9,5.87,5.4,27.08333333,13,2.411042945,5.578937085,27.5,-12.45,5.324096737,19.5,0,5.568287037,13.35887097,-6.92016129,50.34867503,7.445537608,4.9,596,40,1.075186494,0.117409762,1,3,11,200,99.17482517,323.6563067,NA,0.785402815,0.548062076
NO_ME_T2_P4,NOMET2,NO,ME,T2,P4,35.5,3.569532696,62.5639335,9.0788834,232.5440063,12,0.42,5,7,0.356082132,1.818994854,5.381715672,0.535664058,0.448476306,0.443250987,0.571815364,0.006923248,2.9340642,96.62412718,99.55819138,0.025,75.69,161.0425532,115.0303951,-8.887096774,-2.240501792,0.654060067,0.317588326,47.42444444,0.588888889,31.4008,442.9696,14.51253818,72.1,23,4.9,5.26,6.574,0.481,13.66735967,7.279,162.46,336.41,2886.6,35.79,5.33,27.3132716,16,2.5,6.327430035,27,-9,4.658619456,18.225,0,6.288610673,13.22016129,-5.955833333,48.62981886,7.227272833,4.9,596,40,1.015941082,0.117409762,2,3,17,146.4285714,46.17777778,240.0307936,0.356208445,0.351452708,0.397740986
NO_ME_T2_P5,NOMET2,NO,ME,T2,P5,99.5,4.600157644,62.564248,9.0785138,250.5540009,15,0.53,8,7,0.245725413,1.834382096,6.995502605,0.544733267,0.46636684,0.473858827,0.605117894,0.013611976,15.69150055,147.8114274,163.502928,0.015,101.06,215.0212766,153.5866261,-7.451612903,-2.11953405,0.779940675,0.624334578,7.943157895,0.533333333,22.81641434,443.1749402,19.6595208,70.1,22.1,7.8,5.463,16.517,1.059,15.59678942,20.0622,249.03,536.69,2777.9,148.39,4.24,35.01080247,15,1.623762376,5.941310082,29.725,-12,4.821776645,18,0,5.934645062,13.36048387,-6.858064516,47.66095415,7.322704384,4.9,596,40,0.984744425,0.117409762,1,3,19,200,7.653061224,215.5962191,NA,0.780647078,0.440559623
NO_ME_T3_P1,NOMET3,NO,ME,T3,P1,1.5,0.405465108,62.5715511,9.1325681,259.04599,26,0.08,2,24,0.400707155,2.449094573,8.960064941,0.319495817,0.344617882,0.218690391,0.622122943,0.00157378,1.974009475,66.8198894,68.79389888,0.02,101.82,216.6382979,154.7416413,-5.161290323,-0.447222222,-0.070448647,0.485383892,4.804861111,0.388888889,16.136875,440.518125,27.54494768,78.5,17.6,3.9,5.532,3.697,0.273,13.54212454,17.8432,197.96,230.23,973,17.53,3.82,23.10185185,16,1.08,5.833724111,32.5,-14.5,5.364918634,20,0,5.831790123,12.64274194,-8.022580645,84.84708063,4.572206381,4.4,612,42.5,1.124519513,0.117409762,2,1,29,0.011111111,0,4.815972222,0.199535125,NA,0.307702753
NO_ME_T3_P2,NOMET3,NO,ME,T3,P2,4.5,1.504077397,62.5715607,9.1326015,272.9880066,27,0.15,4,22,0.413232845,2.31588409,11.03541304,0.334303227,0.408719002,0.280249078,0.665056743,0.002081177,1.4308098,69.41431648,70.84512628,0.005,77.28,164.4255319,117.4468085,-6.258064516,-1.721953405,-0.131442343,0.563340881,2.235294118,0.274509804,19.28787234,421.1293617,21.92025732,81.5,14.3,4.2,5.303,3.9,0.297,13.13131313,13.258,247.62,319.55,1011.1,11.48,4.25,23.69753086,16.5,1.551724138,5.618112544,30.725,-14.5,5.108279685,18.5,0,5.615766461,12.69032258,-8.040322581,84.86536676,4.559333552,4.4,612,42.5,1.109201927,0.117409762,3,1,31,0.05,0,2.285294118,0.733178375,NA,0.391251945
NO_ME_T3_P3,NOMET3,NO,ME,T3,P3,12.5,2.525728644,62.5716369,9.132595,284.5950012,26,0.15,4,22,0.389582481,2.70931702,9.287079994,0.354423761,0.357195384,0.181612958,0.606014162,0.00227032,2.666010375,83.65609132,86.3221017,0.035,43.26,92.04255319,65.74468085,-6.532258065,-1.513799283,-0.219688543,0.210541475,5.108917197,0.420382166,18.64114286,431.496,23.34393336,74.6,18,7.4,5.454,5.336,0.369,14.46070461,14.7416,241.79,359.64,1303.4,22.05,3.08,17.28703704,15.5,1.072289157,5.444704963,30.225,-15,5.484881139,19,0,5.4469393,12.52903226,-8.183064516,84.82184174,4.571469379,4.4,612,42.5,1.075186494,0.117409762,2,1,29,0.023076923,0,5.13199412,0.199535125,NA,0.312876228
NO_ME_T3_P4,NOMET3,NO,ME,T3,P4,35.5,3.569532696,62.5717429,9.1327486,282.2080078,26,0.15,4,22,0.443280415,2.706914978,9.143594792,0.347056219,0.351676723,0.49058212,0.626772977,0.004354252,1.7368477,62.29222127,64.02906897,0.015,54.66,116.2978723,83.06990881,-6.822580645,-1.791039427,0.0504264,0.664018221,4.624637681,0.333333333,18.86512821,432.454359,23.17780521,76.7,17.6,5.7,5.16,3.272,0.211,15.507109,18.051,99.63,297.12,1133.3,18.76,3.33,21.60185185,17.5,2.230769231,5.502564478,29.725,-14,5.080941524,18.5,0,5.502572016,12.70564516,-7.712096774,84.86111111,4.502905639,4.4,612,42.5,1.015941082,0.117409762,1,2,29,0.1,177.7777778,182.5024155,NA,0.356208445,0.309672739
NO_ME_T3_P5,NOMET3,NO,ME,T3,P5,99.5,4.600157644,62.5723379,9.1324444,318.3190002,21,0.29,6,15,0.38673066,2.442881476,8.706689864,0.413217252,0.414604279,0.53195422,0.710257265,0.006623768,5.01781285,89.36333607,94.38114892,0.01,106.71,227.0425532,162.1732523,-7.35483871,-1.669444444,0.31868743,0.336862387,6.269565217,0.256521739,22.14466667,434.05,19.68509656,75.5,17.9,6.6,5.634,4.604,0.331,13.90936556,10.1344,221.78,374.9,1685.6,48.34,5.03,37.2191358,21.5,1.324324324,5.255983783,29.95,-14,4.9009299,18.5,-0.5,5.25475823,12.59435484,-7.559677419,85.2367688,4.633430705,4.4,612,42.5,0.984744425,0.117409762,4,1,26,80.004,0,86.27356522,0.651992002,NA,0.405262873
PO_LO_T1_P1,POLOT1,PO,LO,T1,P1,1.5,0.405465108,50.4007973,18.8476311,324.3269958,15,0.47,7,8,0.280056582,1.584470367,5.673165004,0.312874121,0.378211,0.607210925,0.59037265,0.011163457,8.88944375,59.96782054,68.85726429,0.145,77.95,165.8510638,118.4650456,-7.948207885,-5.684050179,0.608013534,1.85618114,6.378571429,0.521428571,28.45396947,445.8081679,15.84476976,58.6,28.4,13,5.008,4.531,0.274,16.53649635,7.1502,135.9,110.1,755.6,85.25,2.51,16.1095679,23.5,1.740740741,8.280866158,36.5,-9.5,9.097928571,21,0.5,8.319192428,13.78333333,-5.933064516,83.29065301,4.723258896,8.2,782,42.96703297,11.30410464,0.292994419,1,2,18,0,0,6.378571429,NA,0.301121533,0.316525717
PO_LO_T1_P2,POLOT1,PO,LO,T1,P2,4.5,1.504077397,50.4008266,18.8475443,315.1730042,17,0.59,10,7,0.434069612,2.131503572,6.55699962,0.362020742,0.38570586,0.5363493,0.691299339,0.01352002,7.39076415,95.80086477,103.1916289,0.115,51.28,109.106383,77.9331307,-2.816308244,-4.313172043,0.573100403,1.969503703,5.377333333,0.466666667,28.67413793,440.6448276,15.48375142,60,28.2,11.8,5.14,13.477,0.678,19.87758112,13.3766,217.62,248.69,2233.2,66.54,1.93,14.61033951,23.5,2.103448276,8.659926708,44.5,-9.5,8.826527224,23,1,8.698039631,13.93387097,-5.933064516,83.45047923,4.761410791,8.2,782,42.96703297,11.15012635,0.292994419,2,2,21,11.9047619,0,17.28209524,0.341941234,0.123769893,0.311814833
PO_LO_T1_P3,POLOT1,PO,LO,T1,P3,12.5,2.525728644,50.4008552,18.8475831,308.79599,13,0.62,8,5,0.38257289,1.62513077,6.23641591,0.324103484,0.479724301,0.420675988,0.521470748,0.004680239,5.893636175,90.93022008,96.82385626,0.135,7.1,15.10638298,10.79027356,-7.37311828,-7.225089606,0.720019598,2.578143208,1.9578125,0.109375,27.66596491,422.0338596,15.27049973,55.9,35.6,8.5,5.795,10.705,0.57,18.78070175,9.264,149.59,439.41,3901.2,57.89,2.63,2.787037037,24,3.209230769,8.580360431,37.6,-9.275,8.915734583,19,1,8.619475125,14.21048387,-5.788709677,83.41869398,4.728420711,8.2,782,42.96703297,10.80819007,0.292994419,4,3,20,3.513761468,2.592592593,8.06416656,0.369507867,0.269217454,0.391409156
PO_LO_T1_P4,POLOT1,PO,LO,T1,P4,35.5,3.569532696,50.4010395,18.8475368,325.8150024,11,0.64,7,4,0.490151212,1.854658942,5.663430058,0.536882843,0.514857278,0.444202401,0.616390304,0.014860147,4.6588608,92.57953272,97.23839352,0.045,95.6,203.4042553,145.2887538,-11.56326165,-6.595878136,0.996335214,1.85318757,6.475,0.708333333,35.41809524,455.5619048,12.9578636,43.3,47.9,8.8,4.782,11.311,0.548,20.64051095,19.843,132.96,148.75,1113,66.88,4.66,27.67746914,25,3.504504505,8.204812579,33.5,-8.775,8.693785714,20,1,8.244595654,14.75,-5.458064516,83.61075544,4.596188531,8.2,782,42.96703297,10.2126323,0.292994419,3,3,17,8.369565217,0,14.84456522,0.357181137,0.707923298,0.464420014
PO_LO_T1_P5,POLOT1,PO,LO,T1,P5,99.5,4.600157644,50.401667,18.8477252,307.8080139,9,0.44,4,5,0.616095401,1.825333102,3.530609095,0.370993304,0.392289899,0.526568686,0.784081353,0.031447192,8.27371275,90.4199301,98.69364285,0.06,70.57,150.1489362,107.2492401,-9.962544803,-5.484408602,1.280907357,-0.349943224,6.576190476,0.619047619,33.79882353,450.9311765,13.70819881,47.7,43.6,8.7,4.813,6.867,0.331,20.74622356,13.158,125.91,84.64,1039,107.85,4.98,22.14429012,25,2.471204188,9.348857143,36.5,-8.55,9.059479216,21.5,-2,9.398122987,16.39758065,-5.102419355,85.61381074,3.909494074,8.2,782,42.96703297,9.899031448,0.292994419,1,3,13,12.5,0.273684211,19.34987469,NA,0.278728927,0.318301639
PO_LO_T2_P1,POLOT2,PO,LO,T2,P1,1.5,0.405465108,50.4012078,18.8448553,301.8510132,13,0.46,6,7,0.393517542,1.954155822,5.148664553,0.378517999,0.396051119,0.475044276,0.544150001,0.009177285,6.168111,102.3564179,108.5245289,0.035,78.52,167.0638298,119.331307,-9.462096774,-3.740322581,0.890728455,0.603766089,6.88125,0.479166667,35.0952381,426.3869048,12.22388547,42.5,34.2,23.3,6.242,9.334,0.527,17.71157495,16.2106,130.76,523.16,3771.5,50.55,5.47,15.46604938,25.5,2.480769231,9.097254658,36.925,-9,8.523650652,25.5,-1,9.140944436,15.02822581,-5.587096774,88.41970569,5.501718552,8.2,782,42.96703297,11.30410464,0.292994419,3,3,19,15.95238095,0,22.83363095,0.268229409,0.678743473,0.369116742
PO_LO_T2_P2,POLOT2,PO,LO,T2,P2,4.5,1.504077397,50.4012206,18.8447772,336.54599,17,0.65,11,6,0.337271514,1.934720884,6.664863359,0.356232128,0.392050786,0.380589265,0.558120241,0.005636778,5.118854825,98.77036486,103.8892197,0.035,53.27,113.3404255,80.95744681,-11.13458781,-6.061111111,0.904930743,0.85940645,6.890196078,0.421568627,34.99604396,448.3078022,12.92605805,22.5,44.8,32.8,4.738,9.254,0.502,18.43426295,17.3842,102.03,136.55,1104.4,47.11,5.28,14.21141975,25.5,2.720379147,9.084047619,32.925,-9,8.414357143,20.5,0.5,9.128346417,15.12419355,-5.585483871,88.61164427,5.466216872,8.2,782,42.96703297,11.15012635,0.292994419,0,3,20,NA,0,6.890196078,NA,0.678743473,0.360736248
PO_LO_T2_P3,POLOT2,PO,LO,T2,P3,12.5,2.525728644,50.4012795,18.8448707,306.3009949,11,0.64,7,4,0.395719855,1.801887778,4.503412645,0.341657543,0.40940115,0.275092761,0.570455654,0.004148562,5.77674,84.5220686,90.2988086,0.315,111.48,237.1914894,169.4224924,-10.24641577,-6.249283154,0.803677366,0.649512189,2.690740741,0.222222222,32.50958333,443.5616667,13.70678585,52.5,27.2,20.3,5.76,7.431,0.438,16.96575342,10.9982,111.38,359.5,2960.5,47.9,4.29,30.98101852,26.5,3.508474576,9.119204969,34.5,-9,8.663785714,21,0,9.163083955,15.23951613,-5.712903226,88.73239437,5.489089017,8.2,782,42.96703297,10.80819007,0.292994419,3,4,18,32.8125,21.21212121,56.71536195,0.357181137,0.332559744,0.318176396
PO_LO_T2_P4,POLOT2,PO,LO,T2,P4,35.5,3.569532696,50.4016015,18.8449418,292.6809998,9,0.67,6,3,0.317360298,1.562277794,3.769845984,0.350621214,0.418871776,0.144646555,0.530448126,0.00320869,6.723834,96.09444264,102.8182766,0.195,111.91,238.106383,170.0759878,-10.73449821,-5.300477897,1.126145453,0.313017274,4.369491525,0.355932203,34.75472727,435.4723636,12.54803706,22.9,31.1,46,6.476,8.74,0.458,19.08296943,7.705,78.53,862.9,4990.8,66.31,4.96,35.11651235,27.5,3.989583333,9.298674948,33.925,-9.05,9.333186826,22,0,9.343406497,15.67580645,-5.362903226,89.5006402,5.210148163,8.2,782,42.96703297,10.2126323,0.292994419,1,1,11,0.1,35,39.46949153,NA,NA,0.324872929
PO_LO_T2_P5,POLOT2,PO,LO,T2,P5,99.5,4.600157644,50.4020799,18.8452602,310.6759949,7,0.57,4,3,0.423063695,0.953687097,3.766757412,0.210731944,0.538108202,0.196687505,0.50338443,0.001292174,3.8972562,89.63666862,93.53392482,0.01,186.19,396.1489362,282.9635258,-13.01209677,-6.182795699,1.276560596,0.17573842,0.680769231,0.884615385,42.29708333,384.9683333,9.135014555,38.2,41.4,20.3,6.367,4.643,0.314,14.7866242,18.7474,307.12,511.99,3098.1,55.56,3.79,54.65895062,26,3.52,8.971197723,29.5,-8.55,8.274120083,21,-0.5,9.018249405,15.96129032,-5.180645161,90.56122449,4.852509962,8.2,782,42.96703297,9.899031448,0.292994419,1,3,11,35,27.22222222,62.90299145,NA,0.350115611,0.450701662
PO_LO_T3_P1,POLOT3,PO,LO,T3,P1,1.5,0.405465108,50.4005961,18.8496003,311.8840027,11,0.55,6,5,0.181547724,1.384214337,4.036631078,0.320847443,0.366966462,0.535039139,0.454753923,0.008211252,12.0328159,108.2386616,120.2714775,0.015,81.05,172.4468085,123.1762918,-7.630107527,-3.225985663,1.228064251,1.096499417,4.861792453,0.386792453,23.00772947,444.2725604,19.90636762,39.6,42.3,18.1,6.04,8.772,0.504,17.4047619,9.727,144.33,589.39,3471.6,196.07,3.71,15.63425926,23.5,2.026315789,9.313272889,38.5,-7.5,9.650621863,24,0,9.331164308,15.18333333,-5.240322581,75.71884984,5.220411843,8.2,782,42.96703297,11.30410464,0.292994419,1,1,13,125,0,129.8617925,NA,NA,0.307598057
PO_LO_T3_P2,POLOT3,PO,LO,T3,P2,4.5,1.504077397,50.4006498,18.8495623,322.0809937,8,0.63,5,3,0.222897875,0.81866966,3.198996943,0.167070549,0.399874618,0.105268556,0.581960044,0.001015213,17.025552,71.92922093,88.95477293,0.03,76.44,162.6382979,116.1702128,-9.604659498,-6.664695341,1.23846602,1.40843414,10.97378641,0.796116505,26.4613,443.2203,16.82804873,43.8,41.4,14.8,5.378,4.769,0.269,17.72862454,6.7048,54.58,153.32,1240.3,281.88,3.97,19.66898148,21,2.311377246,8.678049828,36,-8.925,8.808563979,20.5,1,8.749263039,15.28333333,-5.224193548,76.1356366,5.225602281,8.2,782,42.96703297,11.15012635,0.292994419,5,2,15,22.5,0,33.47378641,0.325519015,0.123769893,0.311106845
PO_LO_T3_P3,POLOT3,PO,LO,T3,P3,12.5,2.525728644,50.4007984,18.8496305,325.6459961,9,0.56,5,4,0.268466356,1.113039857,3.579524757,0.24714791,0.397724973,0.511871317,0.718958925,0.01115442,2.1086758,73.45431496,75.56299076,0.045,64.4,137.0212766,97.87234043,-11.32526882,-5.92921147,1.173867127,0.619848774,9.370093458,0.775700935,29.73854369,450.3747573,15.30891836,38.8,44.5,16.7,6.303,5.942,0.302,19.67549669,5.671,81.43,413.41,3143.3,21.56,4.79,20.98148148,22.5,2.68,8.402035009,32.725,-9.35,8.687979478,20.5,0,8.472590703,15.26666667,-5.262903226,76.56850192,5.126827064,8.2,782,42.96703297,10.80819007,0.292994419,4,2,15,15,0,24.37009346,0.678590568,0.036230418,0.380417906
PO_LO_T3_P4,POLOT3,PO,LO,T3,P4,35.5,3.569532696,50.4009559,18.8496079,330.0780029,11,0.64,7,4,0.262602694,1.550675385,4.367794405,0.333534391,0.397072219,0.426938819,0.578467952,0.022853743,9.9672144,66.34249875,76.30971315,0.04,57.01,121.2978723,86.64133739,-10.90501792,-6.570430108,1.249615975,1.102154676,25.16089744,0.333333333,36.8039726,438.0132877,11.95822694,32.5,51.2,16.3,4.82,5.523,0.306,18.04901961,11.417,67.61,76.87,750,91.52,5.3,19.61111111,24.5,3.559440559,9.093382746,33.725,-10.7,8.912063675,20,0.5,9.158079955,15.51666667,-4.983870968,77.3512476,5.01257218,8.2,782,42.96703297,10.2126323,0.292994419,3,3,17,26.25,0,51.41089744,0.35011561,0.094590068,0.315657148
PO_LO_T3_P5,POLOT3,PO,LO,T3,P5,99.5,4.600157644,50.4015389,18.8501137,325.822998,1,0.99,1,0,NA,0,NA,NA,NA,NA,NA,0,13.611617,98.0733759,111.6849929,0.005,45.75,97.34042553,69.52887538,-12.87930108,-7.103763441,1.350650855,1.228652703,0,0,37.64,410.37,10.90249734,39.9,23.6,36.5,6.533,8.398,0.459,18.2962963,10.5138,89.35,604.32,6287,151.4,5.02,14.66975309,30,4.75,9.304431131,30,-8,8.665851554,19.5,0.5,9.350342466,16.75645161,-5.011290323,76.32418634,4.977450544,8.3,758,41.42076503,9.899031448,0.292994419,0,2,3,NA,8.75,8.75,NA,0.364801087,0.30111806
SS_LO_T1_P1,SSLOT1,SS,LO,T1,P1,1.5,0.405465108,55.7323882,13.297938,88.78600311,3,0.33,1,2,0.899337326,1.039720771,1.314215595,0.402472752,0.438071865,0.001083531,0.799851683,0.000621707,6.815947275,109.2127019,116.0286492,0.025,261.9,557.2340426,398.0243161,-8.774731183,-3.047759857,0.40330526,0.606586684,3.2,0.25,28.775,423.7675,15.13864082,33.9,42.7,23.4,4.217,9.009,0.557,16.17414722,40.4004,169.66,127.16,590.9,61.47,4.14,34.49074074,22,2.5,9.428859447,31.5,-5.725,8.572844662,20.925,0.5,9.474193057,15.74193548,-1.146774194,32.46606335,2.990203695,7.7,683,38.58757062,10.25354066,1.342093963,1,1,5,0.1,0,3.3,NA,NA,0.325851767
SS_LO_T1_P2,SSLOT1,SS,LO,T1,P2,4.5,1.504077397,55.7326738,13.2981833,76,2,0.5,1,1,0.850542613,0.636514168,0.963819676,0.428364301,0.481909838,NA,NA,0.002666861,6.971022,112.3066797,119.2777017,0.01,193.21,411.0851064,293.6322188,-9.189695341,-3.294175627,0.427684199,0.305650458,0.033333333,0.666666667,30.74333333,427.5933333,14.77294625,28.4,44.9,26.7,4.102,10.73,0.657,16.33181126,45.8368,175.44,112.96,589.6,58.15,5.1,33.47839506,22,2.272727273,9.239439324,31,-5.5,8.264829402,20.5,0.5,9.283064352,15.77419355,-1.115322581,32.29813665,2.99388606,7.7,683,38.58757062,10.11387258,1.342093963,2,1,5,6.3,0,6.333333333,0.341941235,NA,0.322048057
SS_LO_T1_P3,SSLOT1,SS,LO,T1,P3,12.5,2.525728644,55.7327058,13.298083,79.375,1,0,0,1,NA,0,NA,NA,NA,NA,NA,0,14.0302506,102.9983169,117.0285675,0.01,191.73,407.9361702,291.3829787,-9.756362007,-4.732795699,0.355795461,1.462051089,0.1,0,21.64,394.9,18.24861368,26.4,44.1,29.5,4.189,8.134,0.535,15.20373832,30.632,152.17,120.67,682.9,116.54,5.91,42.58024691,22.5,2.743589744,9.152601767,30,-5.725,8.427755376,18.5,1.5,9.196939708,15.67580645,-1.177419355,32.12669683,2.962446359,7.7,683,38.58757062,9.803714658,1.342093963,1,2,4,0.1,22.93103448,23.13103448,NA,0.341941234,0.30509898
SS_LO_T1_P4,SSLOT1,SS,LO,T1,P4,35.5,3.569532696,55.7328224,13.2983661,78.47899628,2,0.5,1,1,1,0.693147181,0.963819676,0.481909838,0.481909838,NA,NA,0.003000219,9.15331645,130.5275138,139.6808303,0.02,196.14,417.3191489,298.0851064,-8.992921147,-3.910663082,0.422205228,0.928740267,0.04,0.4,31.316,418.96,14.19370334,34.9,38.7,26.4,4.193,11.774,0.707,16.65346535,38.5988,186.85,164.59,657.9,73.13,6.98,48.44830247,23.5,2.666666667,9.185699885,31,-5.5,8.342117896,19.5,1,9.23023244,15.91935484,-1.14516129,32.5594564,2.993387609,7.7,683,38.58757062,9.263505951,1.342093963,2,2,6,6.673684211,62.5,69.21368421,0.341941235,0.341941234,0.322048057
SS_LO_T1_P5,SSLOT1,SS,LO,T1,P5,99.5,4.600157644,55.7333643,13.2987479,83.48200226,2,0.5,1,1,0.514082219,0.500402424,0.963819688,0.3084223,0.481909844,NA,NA,0.000210327,10.54055655,106.0678025,116.6083591,0.005,186.22,396.212766,283.0091185,-10.13736559,-4.114605735,0.3010852,0.922807749,10.02,0.8,34.826,434.93,12.85466201,42.3,37.1,20.6,3.912,8.286,0.522,15.87356322,40.2472,189.55,94.32,414.6,89.34,6.22,47.8125,23,2.626168224,8.975446429,29.425,-5.225,8.318332373,19.5,1,9.020325822,15.85080645,-1.244354839,32.44469654,2.874326454,7.8,653,36.68539326,8.979050064,1.342093963,3,1,6,0.845771144,0,10.86577114,0.367755167,NA,0.323671885
SS_LO_T2_P1,SSLOT2,SS,LO,T2,P1,1.5,0.405465108,55.8341488,13.410449,106.6999969,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,-9.902956989,-3.495878136,0.0114777,0.678680677,NA,NA,NA,NA,NA,20.5,48.8,30.7,4.227,5.614,0.331,16.96072508,13.9982,89.99,52.51,82.1,54.33,5.56,74.56790123,29.5,5,9.025273618,30,-5,8.406778034,20.5,1.5,9.06952903,15.61935484,-1.500806452,60.10158014,3.26901832,7.5,749,42.8,9.803714658,1.342093963,1,1,2,0,0,0,NA,NA,NA
SS_LO_T2_P2,SSLOT2,SS,LO,T2,P2,4.5,1.504077397,55.8341651,13.4103578,108.8359985,3,0.33,1,2,1,1.098612289,0.020320255,0.006773418,0.006773418,0.00752135,0.983220179,0.004245106,NA,NA,NA,0.005,NA,NA,NA,-9.914157706,-4.430913978,0.002939774,0.641744796,0,0.5,21.735,432.82,19.9616319,19.3,49.7,31,4.217,6.011,0.375,16.02933333,12.55,87.84,63.57,83.1,32.49,5.07,85.7654321,29,5,8.988983295,30,-5,8.22578245,19,1,9.033927121,15.54274194,-1.500806452,60.57529611,3.137994541,7.5,749,42.8,9.803714658,1.342093963,1,1,5,0,0,0,NA,NA,0.190464907
SS_LO_T2_P3,SSLOT2,SS,LO,T2,P3,12.5,2.525728644,55.8342121,13.4102743,98.14199829,4,0.5,2,2,0.715951637,1.153741943,0.444670605,0.073625508,0.111167651,0.011677751,0.758449257,0.003975612,5.899290725,75.85704348,81.75633421,0.005,212.29,451.6808511,322.6291793,-9.684408602,-3.108602151,0.065394751,-0.089341994,0,0.285714286,21.79857143,437.5857143,20.09508967,29.7,46.4,23.9,4.086,6.201,0.346,17.92196532,12.7782,63.86,53.34,43.2,47.99,5.32,44.90432099,30,5,8.281684028,29,-5.775,8.201364692,21,0.5,8.351386709,14.06451613,-0.724193548,61.03603604,3.098000599,7.5,749,42.8,9.803714658,1.342093963,0,1,5,NA,0,0,NA,NA,0.221066728
SS_LO_T2_P4,SSLOT2,SS,LO,T2,P4,35.5,3.569532696,55.8343828,13.4100572,98.73500061,9,0.33,3,6,0.295458443,1.511669101,4.596273218,0.634660194,0.510697024,0.390429644,0.597882929,0.009912494,25.46910685,74.18073045,99.6498373,0.11,75.16,159.9148936,114.224924,-5.949551971,-3.462903226,-0.029202421,0.5327083,0.03655914,0.462365591,22.39033708,450.8052809,20.76753517,39,42,19,4.386,5.121,0.314,16.3089172,21.009,64.25,29.89,111.6,246.71,5.77,16.86111111,30,5,8.948828725,39,-5,8.11187116,20.425,0.5,8.993656111,15.48951613,-1.502419355,62.23855285,3.022480315,7.5,749,42.8,9.263505951,1.342093963,0,1,10,NA,0,0.03655914,NA,NA,0.447029793
